DISCOVERER STT,DISCOVERER STT,/image/img03.jpg,Discoverer STT外观粗狂坚实，是越野车型的理想选择。Discoverer STT可为你提供强劲的核心牵引力。深胎肩花纹和独特的大块花纹设计给你提供超乎寻常的强大抓地力。,/stt_detail.htm,30X9.50,,15LT
DISCOVERER STT,DISCOVERER STT,/image/img03.jpg,Discoverer STT外观粗狂坚实，是越野车型的理想选择。Discoverer STT可为你提供强劲的核心牵引力。深胎肩花纹和独特的大块花纹设计给你提供超乎寻常的强大抓地力。,/stt_detail.htm,31X10.50,,15LT
DISCOVERER STT,DISCOVERER STT,/image/img03.jpg,Discoverer STT外观粗狂坚实，是越野车型的理想选择。Discoverer STT可为你提供强劲的核心牵引力。深胎肩花纹和独特的大块花纹设计给你提供超乎寻常的强大抓地力。,/stt_detail.htm,32X11.50,,15LT
DISCOVERER STT,DISCOVERER STT,/image/img03.jpg,Discoverer STT外观粗狂坚实，是越野车型的理想选择。Discoverer STT可为你提供强劲的核心牵引力。深胎肩花纹和独特的大块花纹设计给你提供超乎寻常的强大抓地力。,/stt_detail.htm,33X12.50,,15LT
DISCOVERER STT,DISCOVERER STT,/image/img03.jpg,Discoverer STT外观粗狂坚实，是越野车型的理想选择。Discoverer STT可为你提供强劲的核心牵引力。深胎肩花纹和独特的大块花纹设计给你提供超乎寻常的强大抓地力。,/stt_detail.htm,35X12.50,,15LT
DISCOVERER STT,DISCOVERER STT,/image/img03.jpg,Discoverer STT外观粗狂坚实，是越野车型的理想选择。Discoverer STT可为你提供强劲的核心牵引力。深胎肩花纹和独特的大块花纹设计给你提供超乎寻常的强大抓地力。,/stt_detail.htm,35X12.50,,18LT
DISCOVERER STT,DISCOVERER STT,/image/img03.jpg,Discoverer STT外观粗狂坚实，是越野车型的理想选择。Discoverer STT可为你提供强劲的核心牵引力。深胎肩花纹和独特的大块花纹设计给你提供超乎寻常的强大抓地力。,/stt_detail.htm,265,70,16LT
DISCOVERER STT,DISCOVERER STT,/image/img03.jpg,Discoverer STT外观粗狂坚实，是越野车型的理想选择。Discoverer STT可为你提供强劲的核心牵引力。深胎肩花纹和独特的大块花纹设计给你提供超乎寻常的强大抓地力。,/stt_detail.htm,305,70,16LT
DISCOVERER STT,DISCOVERER STT,/image/img03.jpg,Discoverer STT外观粗狂坚实，是越野车型的理想选择。Discoverer STT可为你提供强劲的核心牵引力。深胎肩花纹和独特的大块花纹设计给你提供超乎寻常的强大抓地力。,/stt_detail.htm,265,70,17LT
DISCOVERER STT,DISCOVERER STT,/image/img03.jpg,Discoverer STT外观粗狂坚实，是越野车型的理想选择。Discoverer STT可为你提供强劲的核心牵引力。深胎肩花纹和独特的大块花纹设计给你提供超乎寻常的强大抓地力。,/stt_detail.htm,285,70,17LT
DISCOVERER STT,DISCOVERER STT,/image/img03.jpg,Discoverer STT外观粗狂坚实，是越野车型的理想选择。Discoverer STT可为你提供强劲的核心牵引力。深胎肩花纹和独特的大块花纹设计给你提供超乎寻常的强大抓地力。,/stt_detail.htm,295,70,17LT
DISCOVERER STT,DISCOVERER STT,/image/img03.jpg,Discoverer STT外观粗狂坚实，是越野车型的理想选择。Discoverer STT可为你提供强劲的核心牵引力。深胎肩花纹和独特的大块花纹设计给你提供超乎寻常的强大抓地力。,/stt_detail.htm,225,75,16LT
DISCOVERER STT,DISCOVERER STT,/image/img03.jpg,Discoverer STT外观粗狂坚实，是越野车型的理想选择。Discoverer STT可为你提供强劲的核心牵引力。深胎肩花纹和独特的大块花纹设计给你提供超乎寻常的强大抓地力。,/stt_detail.htm,245,75,16LT
DISCOVERER STT,DISCOVERER STT,/image/img03.jpg,Discoverer STT外观粗狂坚实，是越野车型的理想选择。Discoverer STT可为你提供强劲的核心牵引力。深胎肩花纹和独特的大块花纹设计给你提供超乎寻常的强大抓地力。,/stt_detail.htm,265,75,16LT
DISCOVERER STT,DISCOVERER STT,/image/img03.jpg,Discoverer STT外观粗狂坚实，是越野车型的理想选择。Discoverer STT可为你提供强劲的核心牵引力。深胎肩花纹和独特的大块花纹设计给你提供超乎寻常的强大抓地力。,/stt_detail.htm,285,75,16LT
DISCOVERER STT,DISCOVERER STT,/image/img03.jpg,Discoverer STT外观粗狂坚实，是越野车型的理想选择。Discoverer STT可为你提供强劲的核心牵引力。深胎肩花纹和独特的大块花纹设计给你提供超乎寻常的强大抓地力。,/stt_detail.htm,315,75,16LT
DISCOVERER STT,DISCOVERER STT,/image/img03.jpg,Discoverer STT外观粗狂坚实，是越野车型的理想选择。Discoverer STT可为你提供强劲的核心牵引力。深胎肩花纹和独特的大块花纹设计给你提供超乎寻常的强大抓地力。,/stt_detail.htm,235,85,16LT
DISCOVERER S/T-MAXX,DISCOVERER STMAXX,/image/img032.jpg,Discoverer STMAXX 特有的 Armor-Tek3 盔甲科技与两重排石功能，带来更强大的动力与抓地力，让您从容迎战各种极端路况。,/stmaxx_detail.htm,265,70,17LT
DISCOVERER S/T-MAXX,DISCOVERER STMAXX,/image/img032.jpg,Discoverer STMAXX 特有的 Armor-Tek3 盔甲科技与两重排石功能，带来更强大的动力与抓地力，让您从容迎战各种极端路况。,/stmaxx_detail.htm,285,70,17LT
DISCOVERER S/T-MAXX,DISCOVERER STMAXX,/image/img032.jpg,Discoverer STMAXX 特有的 Armor-Tek3 盔甲科技与两重排石功能，带来更强大的动力与抓地力，让您从容迎战各种极端路况。,/stmaxx_detail.htm,225,75,16LT
DISCOVERER S/T-MAXX,DISCOVERER STMAXX,/image/img032.jpg,Discoverer STMAXX 特有的 Armor-Tek3 盔甲科技与两重排石功能，带来更强大的动力与抓地力，让您从容迎战各种极端路况。,/stmaxx_detail.htm,245,75,16LT
DISCOVERER S/T-MAXX,DISCOVERER STMAXX,/image/img032.jpg,Discoverer STMAXX 特有的 Armor-Tek3 盔甲科技与两重排石功能，带来更强大的动力与抓地力，让您从容迎战各种极端路况。,/stmaxx_detail.htm,265,75,16LT
DISCOVERER S/T-MAXX,DISCOVERER STMAXX,/image/img032.jpg,Discoverer STMAXX 特有的 Armor-Tek3 盔甲科技与两重排石功能，带来更强大的动力与抓地力，让您从容迎战各种极端路况。,/stmaxx_detail.htm,285,75,16LT
DISCOVERER S/T-MAXX,DISCOVERER STMAXX,/image/img032.jpg,Discoverer STMAXX 特有的 Armor-Tek3 盔甲科技与两重排石功能，带来更强大的动力与抓地力，让您从容迎战各种极端路况。,/stmaxx_detail.htm,235,85,16LT
DISCOVERER A/T3,DISCOVERER AT3,/image/img033.jpg,Discoverer AT3 是固铂轮胎全新推出的一款完美兼备优异公路驾驶与野外能力的全路况轮胎。全时全能，完美护航您的每次旅程。,/at3_detail.htm,275,55,20
DISCOVERER A/T3,DISCOVERER AT3,/image/img033.jpg,Discoverer AT3 是固铂轮胎全新推出的一款完美兼备优异公路驾驶与野外能力的全路况轮胎。全时全能，完美护航您的每次旅程。,/at3_detail.htm,235,65,17
DISCOVERER A/T3,DISCOVERER AT3,/image/img033.jpg,Discoverer AT3 是固铂轮胎全新推出的一款完美兼备优异公路驾驶与野外能力的全路况轮胎。全时全能，完美护航您的每次旅程。,/at3_detail.htm,245,65,17
DISCOVERER A/T3,DISCOVERER AT3,/image/img033.jpg,Discoverer AT3 是固铂轮胎全新推出的一款完美兼备优异公路驾驶与野外能力的全路况轮胎。全时全能，完美护航您的每次旅程。,/at3_detail.htm,275,65,18
DISCOVERER A/T3,DISCOVERER AT3,/image/img033.jpg,Discoverer AT3 是固铂轮胎全新推出的一款完美兼备优异公路驾驶与野外能力的全路况轮胎。全时全能，完美护航您的每次旅程。,/at3_detail.htm,265,65,17LT
DISCOVERER A/T3,DISCOVERER AT3,/image/img033.jpg,Discoverer AT3 是固铂轮胎全新推出的一款完美兼备优异公路驾驶与野外能力的全路况轮胎。全时全能，完美护航您的每次旅程。,/at3_detail.htm,275,65,18LT
DISCOVERER A/T3,DISCOVERER AT3,/image/img033.jpg,Discoverer AT3 是固铂轮胎全新推出的一款完美兼备优异公路驾驶与野外能力的全路况轮胎。全时全能，完美护航您的每次旅程。,/at3_detail.htm,215,70,16
DISCOVERER A/T3,DISCOVERER AT3,/image/img033.jpg,Discoverer AT3 是固铂轮胎全新推出的一款完美兼备优异公路驾驶与野外能力的全路况轮胎。全时全能，完美护航您的每次旅程。,/at3_detail.htm,225,70,16
DISCOVERER A/T3,DISCOVERER AT3,/image/img033.jpg,Discoverer AT3 是固铂轮胎全新推出的一款完美兼备优异公路驾驶与野外能力的全路况轮胎。全时全能，完美护航您的每次旅程。,/at3_detail.htm,235,70,16
